inchikey,partition,fold,representation,algorithm,label,y_true,y_pred
DHGRAFMYKRWRSJ-VYDXJSESSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.325,7.377928250000003
DHGRAFMYKRWRSJ-ZMSDIMECSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.04,7.377928250000003
DHGUOHDVYXFMFQ-IYARVYRRSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.9,7.718026666666683
DIAYDLRDYDEHDA-XJKSGUPXSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.845,7.840189999999987
DIIQAMTUZXBVMZ-BTYIYWSLSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.78,7.441825000000019
DIRMTWBVAUKNIW-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.7,7.957819999999965
DJDKJQHFJXTIKP-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.5,7.530037666666675
DJJSNCWPZMUIPG-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.9,6.448439999999992
DJYLSUHLHQFDOE-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,5.89,5.7778636666666685
DKBGJIILYWWMRH-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.52,5.908620000000007
DKIMBNVMKUFBST-WMLDXEAASA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.89,6.2472065000000185
DKKPQUFSNQFNET-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,5.5,5.470126380952375
DKSDOKBELUNFIE-BJHJDKERSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.11,7.335434702380959
DKUIXNVMCXZCKN-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.13,7.164361666666676
DLPWZGVQCLYDHO-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.21,7.092298333333336
DLXGKTWQOPDGDA-KWUMSVIQSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.58,7.009010000000022
DMBRCJACORWWAQ-DEOSSOPVSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.1,7.408370000000016
DMLDAUYAJBPNMF-VLIAUNLRSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.4,7.139838999999988
DMVJOYDROMTHSO-NRFANRHFSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.96,7.24574899999999
DMXZZBZXDMPWMC-VKTMSVCMSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,5.07,6.03451933333333
DNGBHFGCHWZAEK-JOCQHMNTSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.08,7.351128083333335
DNTIPHKVCXUYRM-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.995,6.23338916666669
DNUUOBAPXDXADD-HYEYJGRESA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.47,7.496891000000008
DOAZWVGOKGVJJR-FOLVSLTJSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.28,7.36150666666666
DOBJBFNRWRRVBT-FHERZECASA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.15,7.923493333333339
DOCJPRPOCLIJRE-YJYMSZOUSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.18,7.066397999999996
DPAOKPJHCRBSPQ-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,6.05,6.469890190476199
DPIVYZZBFLLVQT-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.16,5.578425000000001
DPYKKSMHTFGSEZ-OOHWJJMZSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.7,8.531369999999955
DQMKDVUGJCOEFB-DZFIZOCASA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.16,7.437242999999993
DRBIJLJBIZNBSI-OAHLLOKOSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.12,5.675830000000008
DRBIJLJBIZNBSI-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.89,5.675830000000008
DRMGHQKJRKRAAE-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.2,6.347444000000002
DTFHZFACWKUJPZ-JOCQHMNTSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.0600000000000005,7.538452666666695
DTPJIPPQGPABTK-LBPRGKRZSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.96,7.789193333333342
DTVXBNDIMDRBBV-GOSISDBHSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.734999999999999,5.862705000000008
DTVXBNDIMDRBBV-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.52,5.862705000000008
DTXASEKLDRHEQO-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,5.89,7.379862500000006
DUAGJPVKZYTJQM-LBPRGKRZSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.52,8.648429999999996
DUDGVTZIXWMUJM-OOHWJJMZSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,8.7,8.50679333333332
DUKDOQAYUAMVIA-QJLMEOIESA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.51,6.894708333333345
DUKDOQAYUAMVIA-SZUSHISOSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.505,6.894708333333345
DVSUUDQPYLXSED-IPVJXJPOSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.24,7.610471000000007
DWAWIOKCMZJXGY-ZWKOTPCHSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,8.504999999999999,7.352091666666627
DWKWEXOFAGHGPU-PKOBYXMFSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.77,6.802460000000017
DWKWGYFSYUEEDC-MXVIHJGJSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.41,7.62529
DWZFXFKEACEOBD-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.13,6.03347
DXPDEFAQERXWLM-QHCPKHFHSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.96,7.163355999999997
DXPVSKMQMRRVIF-HSBZDZAISA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.43,8.08609333333331
DXWIIDPZTZPYBU-SMDDNHRTSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.135,7.31813666666668
DZCRSQJSUHVSNU-AWEZNQCLSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.41,7.46665999999998
DZQZOUCQQZZXDZ-QLPKVWCKSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.2,7.36379666666667
DZUUKSOAPLTGHW-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.15,5.903906666666665
DZWTVPLPFLUECS-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,5.52,6.580751166666667
DZZBEGYUYXZHDF-HKUYNNGSSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.12,7.612160000000006
FATUHOJCYPAYKH-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.28,7.596457666666669
FBSZSRPGDWDHLD-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.22,8.096509999999958
FCFCSZPQFJTENQ-MQMHXKEQSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.36,7.500650000000028
FCMUQGQOHDDBSQ-SUMWQHHRSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.66,7.483219999999997
FCOSPAMFCZKOMI-AWEZNQCLSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.85,7.581499999999981
FCSBJUCLEMSROM-BEFAXECRSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.72,6.974732166666658
FEDQIVSBCTYUSF-BUTPEJBISA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.175000000000001,7.739365999999988
FELFYFLOCBXASZ-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.44,7.124271333333374
FFKHUSNRDZTBEK-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.04,6.368000000000011
FFLBKZQHVGBNKP-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.3,7.715094333333363
FGQHVSVCWJXATK-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,5.57,5.808993666666656
FHTOBCAUNVYQCW-UTKZUKDTSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.22,7.419786666666686
FIBJEOLUMVIRIT-DZGCQCFKSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,8.21,7.555340000000011
FICCUPYHHFFCIM-JXMROGBWSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,5.4,5.544516666666669
FJBYXALKFQSAGN-APWZRJJASA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.87,7.348806666666669
FJEQNXSKGGBBDD-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.85,6.075529999999989
FJNRQRRMZBASMG-GXTWGEPZSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.595,8.248200000000015
FJUZYWBVQVHTJI-SWLSCSKDSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.095,7.500104999999998
FKCJHLWKMWRKBM-LBPRGKRZSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.0,7.93117000000001
FLIQYUIVRAOUGB-FUHWJXTLSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,6.75,7.07961999999998
FLNSDZHQQBHXMR-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.0,6.599169999999993
FLQOKJWUYDGZIT-VAWYXSNFSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.77,5.130430833333342
FMAWUSSXGHYEJS-ZBFHGGJFSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.85,7.006656000000026
FMIIIXHTXHNZIP-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.87,7.911140000000023
FMQCHWYYJNLQTD-BEFAXECRSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.06,7.129974166666668
FNDVNJLIBJSDBE-VMPITWQZSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.03,7.195445000000015
FNJBEWJWLFLGLN-AWEZNQCLSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.96,8.225059999999974
FNUDQAYJJRTSII-QLPKVWCKSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.32,7.148549999999998
FOXGCOKYWRDUFO-LBPRGKRZSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.11,7.396719999999997
FPDWPLLJKZDDGE-HSBZDZAISA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.36,7.9126233333333245
FPMULNOOMRYVLW-UYHGDYIZSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,5.33,5.34442000000002
FPWZCPBCLPFHEF-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.44,6.842139999999993
FQZNADCLVNIQIS-AWEZNQCLSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.52,8.38333000000001
FSWCDZMHVSTAIJ-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.6,7.159631999999992
FTOLOGKZFWYVKF-GJYPPUQNSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.129999999999999,8.065521428571397
FTWYYMVJQQIIJU-HNNXBMFYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.3,8.439979999999997
FUKPSYBHXMJTPH-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.25,5.58626333333335
FUWTZTWOKOCMSP-NPHXMPSESA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.38,7.813019999999969
FVEVYUOVLKEWMT-YJYMSZOUSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.93,7.276922499999991
FVGOWAKUHJZKFK-GRTSSRMGSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.15,8.280009999999983
FVVAJPFKOPGRKI-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.36,6.901611333333317
FVXQEVATGMMNBT-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.81,7.786783333333345
FWEQDPBXQWFBRT-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.78,7.549070000000003
FWYRYRIWMHHWCG-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.305,6.69696000000001
FXNIYZIWBXBVOE-OZXSUGGESA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.64,7.131708000000008
FYADCMMDOVGCKC-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.06,6.899525000000009
FYEXAXFLKABKLW-XNWCZRBMSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,5.27,5.425780000000011
FYHWPNBNIBLVRG-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.86,7.798809999999976
FZPRJLYAQRPNJX-NZQKXSOJSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.62,7.523237142857166
FZWXVCHEVDMQEI-LBPRGKRZSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.92,8.445124999999981
FZXALJROWDXSCO-JEYLPNPQSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.52,8.515499999999976
FZZFOAXTJWRIME-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.56,7.670317666666667
GAFGPIYXBBLFJI-YKSBVNFPSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.26,7.37645000000003
GAJJEVVNFYSCQF-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.33,7.797839999999982
GAQUJPITFFKFQG-AWEZNQCLSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,8.52,8.379569999999974
GASNKOLBLYALAK-OSPHWJPCSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.79,7.4021611666666915
GBLKNVFTITUYJG-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.32,8.059479999999992
GBLOYKHDXVMKKU-HNNXBMFYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.38,6.665003333333326
GBWICTTWLYIICR-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.18,7.609339999999967
GBZVFJQASGJXPD-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.17,7.4476816666666945
GCDVMFHLUVNJID-NFOMZHRRSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.57,8.168183333333314
GCIFQXCKLWKXPI-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,5.05,6.603134999999996
GDCSGNPQQSANAH-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.45,6.020165000000013
GDGPROVRKWVGIM-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.18,7.593662666666659
GDJFZHALVYTABE-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.46,7.147673333333344
GDLXALGRTUYOFU-ZDUSSCGKSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.68,7.736756666666637
GDMOZMAHCFBQEV-VIFPVBQESA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.43,7.79424333333333
GEKOFPRPTQXTLH-MNZLEMJZSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.78,7.53910999999999
GFHCUBYZXBYPMA-LBPRGKRZSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.13,7.701296666666679
GFRTYOMOOHPBGT-WCQYABFASA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.469999999999999,7.692989999999996
GFSKJMFCKOFCET-XOBRGWDASA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,8.4,7.206360000000012
GFYUYCDYLQUHQA-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.72,7.472703333333326
GGDWDBYUQOQOCY-HALDLXJZSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.439999999999999,7.305510000000003
GGEXZZTTYULMGE-NWDGAFQWSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.14,6.826510000000017
GGKRJWBWIAZWQO-GOEBONIOSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.975,8.128393333333362
GGMKYOGJIQCBEX-CHWSQXEVSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.375,7.694539166666667
GGXOOEKRZGSFIG-RXVVDRJESA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,8.4,7.614513000000005
GHKCXTRPFPXNAI-YMHHLACNSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,6.13,7.290511333333323
GHLWCNVHSZFICN-UTKZUKDTSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.89,7.3881193333333535
GINMVHRTUVVUGZ-VXGBXAGGSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.39,6.35838999999999
GKDOVEFNAJGSJG-ATCWAGBWSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.975,7.315850000000007
GKIQKSVZYXCZPE-GXTWGEPZSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.89,7.224790000000008
GKJBGRQPKPMAEN-ZDUSSCGKSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.52,8.35629000000003
GKKQZEPQVLEGEB-SFHVURJKSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.82,7.286919833333352
GKROVECUBNNFBQ-WEHONNDLSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.24,7.652275000000018
GKTBXBKXQXNSTC-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.92,6.136789999999995
GLDSELZUQFTHCX-UZLBHIALSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.925,7.238654333333349
GLTMCNDGYKDTAQ-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.04,7.516920999999998
GLVKYOVHEGVODM-IYARVYRRSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.24,7.575904000000001
GLYGZIVKLCTOTJ-PGMBSLALSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,5.02,5.39650000000002
GMDDHFLYGBSDDB-KDOFPFPSSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.6,6.623493452380948
GMHGSZNLCIEWAB-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,5.88,6.080190000000018
GMKXACFKVYHBLC-YRNVUSSQSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.78,6.773787833333355
GMRLSGZVVKNZDY-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.54,7.161639999999983
GMVVWDBILLJHLA-FPOVZHCZSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.15,7.299494999999995
GMWFVFPCPWVMFQ-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,8.4,6.646910238095253
GNCGEPOTGKGMLT-KNQAVFIVSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.05,7.119910500000019
GNHMXTAFCQXTQG-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.29,5.707386047619048
GNNUMLYAKUEIDE-LDTOLXSISA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.78,7.351676666666642
GNPIZTIQDCGSLH-ZDUSSCGKSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.51,7.754659999999975
GNRKNCPNDKATCH-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.94,7.898760000000005
GNTSRCHLMHYOEA-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.77,6.842457499999988
GNYBHKXPQGYGCV-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,5.93,7.003530000000031
GPSBTMRQCOOVOX-CVDCTZTESA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,6.42,7.091056000000016
GPYFHTOHAHTGAG-MOFZMDFASA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,6.74,6.957222142857154
GQPDGZDVPWDQGV-ZDUSSCGKSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.1,8.034780000000037
GRUKRNSLJWUNIQ-GTPINHCMSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.15,8.253740000000034
GRXVMTIZBKWHSB-NFOMZHRRSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,8.76,8.529899999999971
GRYCSQXMCQAXTH-KRWDZBQOSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,8.52,7.883343333333296
GSFZIJJFUIHXEU-NSHDSACASA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,9.0,8.501039999999996
GSUUYDCJJHXRLU-ATCWAGBWSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.19,7.421906666666664
GTLRVPQNDNSVIG-VQFNDLOPSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.76,7.204116666666656
GUGRIVXZTJXLBP-AWEZNQCLSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.3,7.004611500000017
GUXDRJQXNCINLK-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.75,7.864900000000022
GVAKPHBSBCNTNG-KBXCAEBGSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,5.96,7.125290000000003
GVDCWIWNLLLASC-IERDGZPVSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.85,6.7773199999999925
GVDZPSKDMZOKOZ-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.28,7.026609999999992
GVIGRYHNIIYCLZ-FOLVSLTJSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.69,7.384400000000004
GVIRLSFIPFVKML-HZAYCCFMSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.0,6.729069547619045
GVMNKKDSUMTDFH-TZOAMJEDSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,5.23,5.387840000000018
GWJPNUWHPLJRLG-IPVJXJPOSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.54,7.709703333333365
GWVOHTDFXQAICX-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.21,7.439231999999988
GXEZRQFMWXWZKX-UHFFFAOYSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,9.0,8.60059000000001
GXQZEMNKUGZVBX-SMDDNHRTSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.375,7.643169999999977
GXYVIPVHFLYGMR-RXVVDRJESA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.85,7.340486666666663
GXZJAPWOZROTCB-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.44,7.860072666666661
GYHYZGTVOXUSCN-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.58,7.035890666666678
GYNDNTOIPROUCH-FPSMJMQUSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.55,7.298160000000028
GZDAMVHUKQMRSK-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,6.4,6.550122999999993
GZRIVVUNKOLQTE-VXGBXAGGSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.77,6.544779999999993
HABYZPQFFRMXCH-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.02,6.896649999999995
HAVHLCLATHNKIR-HDJSIYSDSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.65,6.936941952380948
HBBABCXLFVDQFV-KOMQPUFPSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.24,7.920930000000045
HBHIXBYCEAGRAO-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.76,7.989299999999985
HBNRHCPABDWPQN-YEORSEQZSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.61,7.299672083333318
HBROHCUKWVIOIZ-XVDXERDNSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.19,7.331693333333363
HDWOPDWWFVTQFQ-CVEARBPZSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.1,6.91530766666668
HEEMVJMUZDPBFI-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,7.75,7.345275000000006
HEJBGQMISSCROI-KWUMSVIQSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.115,7.64005999999999
HENUOPIBZLPYCJ-LBPRGKRZSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,8.15,7.812060000000013
HEQDZPHDVAOBLN-UHFFFAOYSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,5.21,6.477456000000011
HEUHRRGJNWTVSE-XLIONFOSSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.33,7.169761000000018
HFBMXPXAVUATGY-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.05,6.8938599999999575
HFJZCGUXBLVWRY-QFIPXVFZSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,6.57,7.090413999999985
HFOXGYXSDJIWDB-XLIONFOSSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,6.85,6.844079999999984
HFTZDURZNKGJNR-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,8.48,7.61296599999999
HFXXGXZWVDFVPZ-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,7.87,7.712536000000009
HGDUOYYDKBPRCV-TUIFFPIZSA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,8.09,7.377424999999988
HGFRMZTUAVGPGZ-VGSWGCGISA-N,0,0,Morgan-2048,RF,RF + Morgan-2048,7.0,6.823845
HGJRJRKZFZNQMJ-UHFFFAOYSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.2,7.62530999999999
HGJWNQHCAHMKIG-ZMSDIMECSA-N,0,3,Morgan-2048,RF,RF + Morgan-2048,7.66,7.322858333333347
HGLATSHXHZWSLR-LBPRGKRZSA-N,0,1,Morgan-2048,RF,RF + Morgan-2048,8.0,8.490079999999969
HGVCMBRPRZORGD-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,6.13,7.161518142857126
HGWAQHCIDNYZGS-UHFFFAOYSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,5.66,6.063160000000001
HHCCDKWJHHNZND-UHFFFAOYSA-N,0,4,Morgan-2048,RF,RF + Morgan-2048,4.52,6.523745
HHCLINDTOXIQSR-GXTWGEPZSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,7.38,7.5947266666666735
HIDRCJZHDJXUMQ-MJGOQNOKSA-N,0,2,Morgan-2048,RF,RF + Morgan-2048,6.1,7.298134999999987
