inchikey,scaffold,partition,fold
CTVDAKKIBPDSKS-HNNXBMFYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,1
CUODMWHGYJSPRF-XJKSGUPXSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
CUXROWBZAXBRIM-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cccc(C2CC2)c1,0,1
CVQHMRPOOCQEKI-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,0,2
CWCODCHAQNOYLW-QFIPXVFZSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,0
CXKWWEBSUNFLIN-UTKZUKDTSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
CXQKCYMIGNQZOZ-UHFFFAOYSA-N,O=c1[nH]cnc2cnn(Cc3nc(CCc4ccccc4)no3)c12,0,2
CYNMROYWBACHTQ-XLIONFOSSA-N,O=C(NCc1cccc(-n2cccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
CYQZMMUPORHDSC-MRXNPFEDSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,0,4
CYWFSLKYTRCPPA-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,0
CZLHDEMBLZTFGA-UMYLGFLZSA-N,c1ccsc1,0,4
CZSWXNBPJXPCFZ-GGYDESQDSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,1
CZWUSKMGGLHRBH-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,3
DBXCRZFXGYPTQJ-WCQYABFASA-N,O=c1c2[nH]cnc2nnn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,0
DBZDCJRBMOZLQI-FUHWJXTLSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,0,4
DCHZOOHTNLONBI-CMPLNLGQSA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
DCIRNJZMAVZAQG-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)cn2)n1,0,0
DCVSFXIYOAFCQQ-ZHRRBRCNSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,3
DDBRUPZDWAODIC-AEFFLSMTSA-N,O=C(NCc1cncc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
DDCBCYZFOVRVBY-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
DEEKSQRKTYEQAN-QWHZDKJVSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccc5ncsc5c4)CC32)no1,0,4
DEGUDXJXTJSIFF-GOSISDBHSA-N,c1ccc(CCN2CCCCC2)cc1,0,2
DEGUDXJXTJSIFF-SFHVURJKSA-N,c1ccc(CCN2CCCCC2)cc1,0,2
DEMKZLAVQYISIA-ZRWXNEIDSA-N,O=C1CC(c2ccc(OC3CCCCO3)cc2)Oc2ccccc21,0,4
DEOVWIPKRDTVPC-GTPINHCMSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)cn2)n1,0,0
DEQOZQHMWLHJLS-UWVAXJGDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
DFRRLTYRSAJCPA-UHFFFAOYSA-N,c1ccccc1,0,1
DGUJPXZEBMKLMM-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,0,3
DHGRAFMYKRWRSJ-VYDXJSESSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
DHGRAFMYKRWRSJ-ZMSDIMECSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
DHGUOHDVYXFMFQ-IYARVYRRSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccc4ncccc4c3)C2)c(=O)o1,0,3
DIAYDLRDYDEHDA-XJKSGUPXSA-N,O=c1ccc2ncn(Cc3nc(C4COC(c5ccccc5)C4)no3)c(=O)c2[nH]1,0,0
DIIQAMTUZXBVMZ-BTYIYWSLSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
DIRMTWBVAUKNIW-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,0,1
DJDKJQHFJXTIKP-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
DJJSNCWPZMUIPG-UHFFFAOYSA-N,c1ccc(CC2CCCCC2)cc1,0,2
DJYLSUHLHQFDOE-UHFFFAOYSA-N,c1ccc(Oc2nccc3ccccc23)cc1,0,3
DKBGJIILYWWMRH-UHFFFAOYSA-N,c1ccc(Oc2ncnc3ccccc23)cc1,0,3
DKIMBNVMKUFBST-WMLDXEAASA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,0,4
DKKPQUFSNQFNET-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,0,2
DKSDOKBELUNFIE-BJHJDKERSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Cc3ccccc3)C2)no1,0,0
DKUIXNVMCXZCKN-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,0,0
DLPWZGVQCLYDHO-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CC3CC3C2)n1,0,3
DLXGKTWQOPDGDA-KWUMSVIQSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,2
DMBRCJACORWWAQ-DEOSSOPVSA-N,O=C(NCc1cc(-c2ccccc2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,1
DMLDAUYAJBPNMF-VLIAUNLRSA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,3
DMVJOYDROMTHSO-NRFANRHFSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,0
DMXZZBZXDMPWMC-VKTMSVCMSA-N,c1ccncc1,0,4
DNGBHFGCHWZAEK-JOCQHMNTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,3
DNTIPHKVCXUYRM-UHFFFAOYSA-N,O=C(NCSc1ccccc1)c1ccccc1,0,0
DNUUOBAPXDXADD-HYEYJGRESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
DOAZWVGOKGVJJR-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
DOBJBFNRWRRVBT-FHERZECASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,0,0
DOCJPRPOCLIJRE-YJYMSZOUSA-N,O=C(NCc1cc(-c2cnccn2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
DPAOKPJHCRBSPQ-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cccc(N2CCCC2)c1,0,0
DPIVYZZBFLLVQT-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
DPYKKSMHTFGSEZ-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,0,2
DQMKDVUGJCOEFB-DZFIZOCASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ccncc5c4)CC32)no1,0,2
DRBIJLJBIZNBSI-OAHLLOKOSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
DRBIJLJBIZNBSI-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
DRMGHQKJRKRAAE-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,0,2
DTFHZFACWKUJPZ-JOCQHMNTSA-N,O=C(c1ccccc1)C1CC(c2noc(Cn3cnc4nc[nH]c4c3=O)n2)C1,0,4
DTPJIPPQGPABTK-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccccc2)n1,0,4
DTVXBNDIMDRBBV-GOSISDBHSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
DTVXBNDIMDRBBV-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
DTXASEKLDRHEQO-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,0,4
DUAGJPVKZYTJQM-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,0,1
DUDGVTZIXWMUJM-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccc(N3CC4CC4C3)nc2)n1,0,0
DUKDOQAYUAMVIA-QJLMEOIESA-N,O=C(NCc1cc(C2CCCCC2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
DUKDOQAYUAMVIA-SZUSHISOSA-N,O=C(NCc1cc(C2CCCCC2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
DVSUUDQPYLXSED-IPVJXJPOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,2
DWAWIOKCMZJXGY-ZWKOTPCHSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccc4ccccc4c3)C2)no1,0,3
DWKWEXOFAGHGPU-PKOBYXMFSA-N,O=c1c2cnc(N3CCNCC3)n2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
DWKWGYFSYUEEDC-MXVIHJGJSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccc4ccccc4c3)C2)no1,0,2
DWZFXFKEACEOBD-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0,0
DXPDEFAQERXWLM-QHCPKHFHSA-N,O=C(NCc1c[nH]c(=O)c(-c2ccccn2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,3
DXPVSKMQMRRVIF-HSBZDZAISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,0,4
DXWIIDPZTZPYBU-SMDDNHRTSA-N,O=C(NCc1nc(C2COC(c3ccccc3)C2)no1)c1cnn[nH]1,0,4
DZCRSQJSUHVSNU-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,0,1
DZQZOUCQQZZXDZ-QLPKVWCKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
DZUUKSOAPLTGHW-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2cccc(OCc3cccnc3)c2)c2ccccc21,0,2
DZWTVPLPFLUECS-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cc(N2CCCCC2)ncn1,0,2
DZZBEGYUYXZHDF-HKUYNNGSSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
FATUHOJCYPAYKH-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
FBSZSRPGDWDHLD-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,0,1
FCFCSZPQFJTENQ-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,0
FCMUQGQOHDDBSQ-SUMWQHHRSA-N,O=c1c2c(ncn1Cc1nc(C3COC(c4ccccc4)C3)no1)CNCC2,0,3
FCOSPAMFCZKOMI-AWEZNQCLSA-N,O=C1NCCc2c1sc1ncn(Cc3nnn(CCc4ccccc4)n3)c(=O)c21,0,3
FCSBJUCLEMSROM-BEFAXECRSA-N,O=C(NCc1cc(-c2cnccn2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
FEDQIVSBCTYUSF-BUTPEJBISA-N,O=C1C2C=CN=CC2N=CN1Cc1nc(C2COC(c3ccccc3)C2)no1,0,1
FELFYFLOCBXASZ-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(CCc2ccccc2)no1,0,1
FFKHUSNRDZTBEK-UHFFFAOYSA-N,c1ccc2[nH]c(-c3n[nH]c4cccnc34)cc2c1,0,0
FFLBKZQHVGBNKP-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
FGQHVSVCWJXATK-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3ccccc23)cc1,0,4
FHTOBCAUNVYQCW-UTKZUKDTSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
FIBJEOLUMVIRIT-DZGCQCFKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
FICCUPYHHFFCIM-JXMROGBWSA-N,O=C(C=Cc1ccccc1)Nc1ccccc1,0,3
FJBYXALKFQSAGN-APWZRJJASA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
FJEQNXSKGGBBDD-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0,0
FJNRQRRMZBASMG-GXTWGEPZSA-N,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,1
FJUZYWBVQVHTJI-SWLSCSKDSA-N,O=c1c2ccnnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
FKCJHLWKMWRKBM-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3s2)n1,0,1
FLIQYUIVRAOUGB-FUHWJXTLSA-N,O=c1c2cnc(N3CCC3)n2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
FLNSDZHQQBHXMR-UHFFFAOYSA-N,c1ccc(CC2CCCCC2)cc1,0,2
FLQOKJWUYDGZIT-VAWYXSNFSA-N,C(=Cc1ccccc1)c1ccccc1,0,4
FMAWUSSXGHYEJS-ZBFHGGJFSA-N,O=C(NCc1cnn(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,2
FMIIIXHTXHNZIP-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
FMQCHWYYJNLQTD-BEFAXECRSA-N,O=C(NCc1cc(-c2ccc3c(c2)OCO3)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
FNDVNJLIBJSDBE-VMPITWQZSA-N,O=c1c2cccnc2ncn1Cc1noc(C=Cc2ccccc2)n1,0,1
FNJBEWJWLFLGLN-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,0,2
FNUDQAYJJRTSII-QLPKVWCKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
FOXGCOKYWRDUFO-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccc3c(c2)OCO3)no1,0,3
FPDWPLLJKZDDGE-HSBZDZAISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,0,4
FPMULNOOMRYVLW-UYHGDYIZSA-N,c1ccccc1,0,1
FPWZCPBCLPFHEF-UHFFFAOYSA-N,O=c1c2c(ncn1Cc1nnn(CCc3ccccc3)n1)NNC2,0,2
FQZNADCLVNIQIS-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,1
FSWCDZMHVSTAIJ-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,1
FTOLOGKZFWYVKF-GJYPPUQNSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
FTWYYMVJQQIIJU-HNNXBMFYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,0,4
FUKPSYBHXMJTPH-UHFFFAOYSA-N,O=C(CNC(=O)c1cnoc1-c1ccccc1)c1ccccc1,0,0
FUWTZTWOKOCMSP-NPHXMPSESA-N,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4cccc(-c5cn[nH]c5)c4)CC32)no1,0,2
FVEVYUOVLKEWMT-YJYMSZOUSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
FVGOWAKUHJZKFK-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,0,0
FVVAJPFKOPGRKI-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,0,1
FVXQEVATGMMNBT-UHFFFAOYSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1C2CCC(C2)N1S(=O)(=O)c1ccccc1,0,4
FWEQDPBXQWFBRT-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,0,1
FWYRYRIWMHHWCG-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1noc(CCc2ccccc2)n1,0,4
FXNIYZIWBXBVOE-OZXSUGGESA-N,O=C(NCc1c[nH]c(=O)c(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,1
FYADCMMDOVGCKC-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccc3[nH]ccc3c2)c(=O)o1,0,0
FYEXAXFLKABKLW-XNWCZRBMSA-N,c1ccccc1,0,1
FYHWPNBNIBLVRG-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
FZPRJLYAQRPNJX-NZQKXSOJSA-N,O=C(NCc1cccc(-c2cccnn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,2
FZWXVCHEVDMQEI-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,0,1
FZXALJROWDXSCO-JEYLPNPQSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,0,1
FZZFOAXTJWRIME-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
GAFGPIYXBBLFJI-YKSBVNFPSA-N,O=C(NCc1cc(-c2cccnc2)nc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
GAJJEVVNFYSCQF-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
GAQUJPITFFKFQG-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,0,2
GASNKOLBLYALAK-OSPHWJPCSA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,3
GBLKNVFTITUYJG-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
GBLOYKHDXVMKKU-HNNXBMFYSA-N,O=C(CNS(=O)(=O)c1cc2ccccc2o1)NCc1cn(-c2ccccc2)c(=O)[nH]c1=O,0,0
GBWICTTWLYIICR-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
GBZVFJQASGJXPD-UHFFFAOYSA-N,O=c1[nH]c2ncn(Cc3nc(CCc4ccccc4)no3)c(=O)c2[nH]1,0,4
GCDVMFHLUVNJID-NFOMZHRRSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,0,4
GCIFQXCKLWKXPI-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,0,4
GDCSGNPQQSANAH-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,0,2
GDGPROVRKWVGIM-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
GDJFZHALVYTABE-UHFFFAOYSA-N,O=c1c2cncn2ncn1Cc1nc(CCc2ccccc2)no1,0,1
GDLXALGRTUYOFU-ZDUSSCGKSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccccc2)n1,0,4
GDMOZMAHCFBQEV-VIFPVBQESA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cccs2)n1,0,4
GEKOFPRPTQXTLH-MNZLEMJZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ncccc5c4)CC32)no1,0,3
GFHCUBYZXBYPMA-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccccc2)n1,0,4
GFRTYOMOOHPBGT-WCQYABFASA-N,O=c1[nH]c2c(=O)n(Cc3nc(C4COC(c5ccccc5)C4)no3)cnc2o1,0,1
GFSKJMFCKOFCET-XOBRGWDASA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
GFYUYCDYLQUHQA-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,1
GGDWDBYUQOQOCY-HALDLXJZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
GGEXZZTTYULMGE-NWDGAFQWSA-N,c1cc(CC2CCCCC2)ccn1,0,3
GGKRJWBWIAZWQO-GOEBONIOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
GGMKYOGJIQCBEX-CHWSQXEVSA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2CCC(c3ccccc3)C2)no1,0,3
GGXOOEKRZGSFIG-RXVVDRJESA-N,O=C(NCc1cccc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
GHKCXTRPFPXNAI-YMHHLACNSA-N,O=C(NCc1cc(N2C3CCCC2CC3)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
GHLWCNVHSZFICN-UTKZUKDTSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
GINMVHRTUVVUGZ-VXGBXAGGSA-N,c1ccc(NC2CCCCC2)cc1,0,4
GKDOVEFNAJGSJG-ATCWAGBWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
GKIQKSVZYXCZPE-GXTWGEPZSA-N,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,1
GKJBGRQPKPMAEN-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,2
GKKQZEPQVLEGEB-SFHVURJKSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCN1S(=O)(=O)c1ccccc1,0,0
GKROVECUBNNFBQ-WEHONNDLSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,1
GKTBXBKXQXNSTC-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0,0
GLDSELZUQFTHCX-UZLBHIALSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
GLTMCNDGYKDTAQ-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,4
GLVKYOVHEGVODM-IYARVYRRSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccc4ccccc4c3)C2)no1,0,0
GLYGZIVKLCTOTJ-PGMBSLALSA-N,c1ccccc1,0,1
GMDDHFLYGBSDDB-KDOFPFPSSA-N,O=C(NCc1cc(-c2cncnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
GMHGSZNLCIEWAB-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,0,3
GMKXACFKVYHBLC-YRNVUSSQSA-N,O=c1c2[nH]cnc2ncn1Cc1noc(C=Cc2ccccc2)n1,0,2
GMRLSGZVVKNZDY-UHFFFAOYSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1(NS(=O)(=O)c2ccccc2)CC1,0,2
GMVVWDBILLJHLA-FPOVZHCZSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
GMWFVFPCPWVMFQ-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCCC1,0,3
GNCGEPOTGKGMLT-KNQAVFIVSA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,3
GNHMXTAFCQXTQG-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,0,4
GNNUMLYAKUEIDE-LDTOLXSISA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,1
GNPIZTIQDCGSLH-ZDUSSCGKSA-N,O=C1NCCc2c1sc1ncn(Cc3nnn(CCc4cc5ccccc5o4)n3)c(=O)c21,0,1
